customer_id,name,age,gender,owns_car,owns_house,no_of_children,net_yearly_income,no_of_days_employed,occupation_type,total_family_members,migrant_worker,yearly_debt_payments,credit_limit,credit_limit_used(%),credit_score,prev_defaults,default_in_last_6months,credit_card_default
CST_102030,Noah Barkin,54,F,N,Y,1.0,77621.25,2262.0,Unknown,3.0,1.0,23347.23,14867.77,40,866.0,0,0,0
CST_108461,George Georgiopoulos,26,F,N,Y,1.0,97800.47,495.0,Sales staff,3.0,0.0,17369.63,29765.54,19,655.0,0,0,0
CST_157639,Parraga,34,F,Y,N,2.0,277651.33,2682.0,Managers,4.0,0.0,56220.04,67090.27,63,896.0,0,0,0
CST_153597,Flitter,38,F,N,Y,0.0,124979.47,1744.0,Laborers,2.0,1.0,19134.0,26166.07,87,820.0,0,0,0
CST_162497,Maidment,35,F,N,Y,0.0,98316.11,365247.0,Unknown,1.0,0.0,21767.57,38949.4,78,524.0,0,1,1
CST_143649,Clare,23,M,Y,Y,0.0,260785.45,7464.0,Managers,2.0,0.0,24672.66,42368.46,97,789.0,0,0,0
CST_161744,Carew,27,F,N,Y,0.0,406876.56,1249.0,Core staff,1.0,0.0,67304.04,90545.24,63,883.0,0,0,0
CST_136721,Pete,48,M,N,N,0.0,223779.86,1954.0,Laborers,1.0,0.0,24394.19,57482.13,65,857.0,0,0,0
CST_108300,Sruthi Ramakrishnan,23,M,N,Y,2.0,126622.3,616.0,Core staff,4.0,1.0,28721.66,20196.06,70,895.0,0,0,0
CST_104989,Leah Schnurr,38,M,N,Y,0.0,181654.32,2046.0,Laborers,1.0,0.0,26825.56,34934.19,77,669.0,0,0,1
CST_163701,Emoto,44,M,Y,N,0.0,199246.53,4109.0,High skill tech staff,,0.0,48525.5,36319.95,56,786.0,0,0,0
CST_150900,Rothacker,42,M,N,N,0.0,138520.82,2202.0,Laborers,1.0,0.0,29310.52,26462.32,80,713.0,0,0,0
CST_131189,Emily,29,M,N,N,1.0,287610.54,1904.0,Core staff,3.0,0.0,18821.41,47714.32,9,882.0,0,0,0
CST_143145,Sakthi,37,F,N,Y,1.0,117116.1,3771.0,Medicine staff,3.0,0.0,30105.17,18581.28,28,762.0,0,0,0
CST_129839,John,32,F,N,Y,1.0,138943.85,170.0,Cooking staff,3.0,0.0,12535.14,33950.23,39,740.0,0,0,0
CST_104802,Nick Zieminski,40,F,N,N,1.0,213252.38,155.0,High skill tech staff,3.0,0.0,31606.2,26144.6,90,850.0,0,0,0
CST_133651,Georgina,46,F,N,Y,1.0,172460.6,744.0,Laborers,3.0,0.0,36847.16,24499.31,30,780.0,0,0,0
CST_140188,Myles,39,F,N,Y,0.0,191778.42,4338.0,Cleaning staff,2.0,0.0,17027.16,48221.43,89,837.0,0,0,0
CST_140557,Karen,29,M,Y,N,1.0,436599.07,162.0,Cooking staff,3.0,1.0,25517.78,46449.18,97,943.0,0,0,0
CST_114191,Angela Moon,37,M,Y,Y,0.0,336128.68,2403.0,High skill tech staff,2.0,0.0,41115.91,46680.72,47,812.0,0,0,0
CST_144537,Martin,32,F,N,Y,0.0,199118.88,365250.0,Unknown,2.0,0.0,46831.9,48538.45,42,861.0,0,0,0
CST_113263,Martinne Geller,35,F,N,Y,0.0,325381.73,9435.0,Unknown,2.0,1.0,71645.83,39023.89,80,839.0,0,0,0
CST_130431,Christopher,28,M,N,Y,,144479.5,4237.0,Laborers,1.0,0.0,26589.2,40569.83,46,803.0,0,0,0
CST_139209,Koh,29,F,N,Y,0.0,152869.24,365248.0,Unknown,1.0,0.0,29976.61,30839.07,57,656.0,0,0,0
CST_124333,Sakari Suoninen,52,F,N,Y,0.0,171483.27,1480.0,Accountants,2.0,0.0,38142.75,33327.71,59,899.0,0,0,0
CST_108324,Michelle Martin,46,M,Y,N,1.0,89011.96,526.0,Laborers,3.0,1.0,30565.42,10691.37,0,679.0,0,0,0
CST_127699,Holton,47,F,N,N,0.0,157672.16,1185.0,Sales staff,1.0,0.0,34401.38,49594.26,31,822.0,0,0,0
CST_105406,Fiona Lau,25,M,N,Y,0.0,173469.06,365248.0,Unknown,1.0,0.0,23694.29,35853.67,43,943.0,0,0,0
CST_123418,Jatindra Dash,27,F,N,Y,0.0,167052.12,1265.0,Accountants,2.0,0.0,28473.23,32386.6,46,829.0,0,0,0
CST_105424,Alexei Oreskovic,23,F,N,Y,0.0,134459.62,1272.0,Laborers,2.0,1.0,52874.17,17152.73,28,822.0,0,0,0
CST_161374,Jones,27,M,Y,N,2.0,111737.45,365244.0,Unknown,4.0,0.0,52703.62,21826.88,79,907.0,0,0,0
CST_165535,Krishnan,45,F,N,N,1.0,217558.49,3938.0,Core staff,3.0,0.0,62994.51,24251.57,3,650.0,0,0,0
CST_116217,Gertrude Chavez-Dreyfuss,29,F,N,N,0.0,115981.12,2847.0,Sales staff,2.0,0.0,30195.01,13764.47,56,785.0,0,0,0
CST_137467,Paritosh,23,M,N,N,1.0,199763.71,1093.0,Laborers,3.0,0.0,26313.28,62300.78,0,667.0,0,0,0
CST_132055,Andrea,42,F,N,N,0.0,129684.51,1078.0,Laborers,2.0,1.0,13749.99,22272.73,92,764.0,0,0,0
CST_106547,Anna Driver,29,F,Y,N,2.0,180225.57,1693.0,Managers,4.0,0.0,20990.23,24206.93,88,928.0,0,0,0
CST_165246,Callus,26,F,N,Y,0.0,212616.88,12559.0,Private service staff,1.0,0.0,28164.35,23683.38,13,684.0,0,0,0
CST_113811,ernard Vaughan,29,F,Y,Y,1.0,339717.68,2769.0,Managers,3.0,0.0,82027.66,86418.81,87,808.0,0,0,0
CST_142974,Diane,47,F,N,N,0.0,122339.43,365248.0,Unknown,1.0,0.0,11015.38,45014.76,51,926.0,0,0,0
CST_109602,Rhys Jones,51,M,N,Y,1.0,310501.24,,High skill tech staff,3.0,0.0,43544.55,65940.22,33,692.0,0,0,0
CST_136259,Allison,36,F,N,N,0.0,269747.12,1580.0,Unknown,2.0,0.0,27071.93,96320.75,66,827.0,0,0,0
CST_104124,Maja Wallengren,39,F,N,N,0.0,142592.47,365251.0,Unknown,2.0,0.0,22459.59,35467.89,79,686.0,0,0,0
CST_162101,Flitter,33,M,Y,N,1.0,310480.41,105.0,Drivers,3.0,1.0,57755.05,36355.16,4,821.0,0,0,0
CST_109873,Lidia Kelly,31,F,Y,Y,2.0,185929.56,1049.0,Medicine staff,4.0,0.0,23213.37,63689.05,29,801.0,0,0,0
CST_121274,Alex,37,F,N,Y,0.0,45669.57,3653.0,Medicine staff,1.0,0.0,12573.16,12101.02,58,883.0,0,0,0
CST_148405,Kar-Gupta,55,M,N,N,0.0,204334.76,3908.0,Unknown,1.0,0.0,27828.91,39563.55,75,814.0,0,0,0
CST_100656,Laura MacInnis,31,F,,Y,0.0,68811.13,365246.0,Unknown,2.0,0.0,14124.73,9680.73,11,758.0,0,0,0
CST_100458,Rachel Armstrong,32,F,N,N,0.0,94726.36,365241.0,Unknown,2.0,0.0,28213.68,23982.36,51,711.0,0,0,0
CST_116610,Michael Connor,35,F,N,N,0.0,218350.98,365250.0,Unknown,2.0,0.0,22218.23,26975.96,70,932.0,0,0,0
CST_129006,Nia,31,F,N,Y,2.0,181805.52,128.0,Accountants,4.0,0.0,47742.94,28899.21,89,568.0,1,1,1
CST_123304,Greg Roumeliotis,23,F,N,N,0.0,127099.32,3601.0,Laborers,1.0,0.0,20266.16,31219.84,90,908.0,0,0,0
CST_145085,Savio,40,F,N,Y,0.0,171584.74,6172.0,Unknown,1.0,0.0,30357.92,35595.74,94,921.0,0,0,0
CST_106743,Melissa Akin,33,F,Y,Y,0.0,169957.07,1134.0,Secretaries,1.0,0.0,42922.94,56652.56,65,854.0,0,0,0
CST_124724,Soyoung Kim,23,M,Y,N,0.0,108357.87,1297.0,Laborers,1.0,0.0,20442.08,29644.94,61,773.0,0,0,0
CST_133979,Dave,53,M,N,N,0.0,145446.43,735.0,Core staff,2.0,0.0,27444.25,38462.61,7,759.0,0,0,0
CST_103751,Aileen Wang,35,M,Y,Y,0.0,333758.91,449.0,Core staff,2.0,0.0,47659.72,119341.65,86,931.0,0,0,0
CST_118441,Philip Blenkinsop,25,M,N,Y,1.0,80071.55,235.0,Laborers,3.0,0.0,18061.87,10802.71,61,672.0,0,0,0
CST_121579,Megan Davies,28,M,Y,Y,0.0,344930.35,1313.0,Laborers,1.0,0.0,44585.82,37713.14,23,771.0,0,0,0
CST_111750,Serajul Quadir,51,F,N,Y,1.0,250030.56,5619.0,Laborers,3.0,0.0,25205.58,54447.95,8,902.0,0,0,0
CST_164997,Prasad,23,F,Y,Y,2.0,166245.81,870.0,Unknown,4.0,0.0,41255.03,29506.81,44,705.0,0,0,0
CST_113529,Tripti Kalro,31,M,Y,Y,0.0,123601.33,1285.0,Unknown,2.0,0.0,36150.36,47616.03,4,686.0,0,0,0
CST_114626,Greg Roumeliotis,54,F,N,Y,0.0,258187.04,2269.0,Sales staff,2.0,0.0,25681.92,47873.14,8,804.0,0,0,0
CST_155792,Grover,31,F,N,Y,2.0,186892.3,1695.0,Unknown,4.0,0.0,12831.79,20709.86,28,733.0,0,0,0
CST_160363,Saba,26,M,N,Y,0.0,166713.1,365250.0,Unknown,2.0,0.0,27711.81,27010.64,1,775.0,0,0,0
CST_154873,Heller,37,M,N,Y,0.0,216727.16,4095.0,Sales staff,2.0,0.0,57462.24,28810.48,66,874.0,0,0,0
CST_111357,Andrew Torchia,41,M,N,Y,0.0,282689.03,558.0,Core staff,2.0,0.0,10681.05,44760.44,89,920.0,0,0,0
CST_120337,Alistair Barr,32,F,N,N,0.0,136791.7,6612.0,Unknown,2.0,0.0,15497.09,22063.54,37,901.0,0,0,0
CST_112855,Luciana Lopez,26,M,N,Y,0.0,159911.39,664.0,Laborers,1.0,1.0,15945.08,56964.35,12,835.0,0,0,0
CST_132030,Tetsushi,41,F,N,N,0.0,157837.31,7049.0,Waiters/barmen staff,1.0,0.0,10419.14,19889.87,17,658.0,0,0,0
CST_157025,Araxia,44,M,N,Y,0.0,114084.38,4460.0,Unknown,1.0,1.0,29361.73,28927.64,41,659.0,0,0,0
CST_123222,Karen Jacobs,54,M,Y,Y,0.0,304246.83,145.0,Drivers,2.0,1.0,19656.07,63790.7,89,678.0,0,0,0
CST_140215,en,32,M,N,N,0.0,171766.17,561.0,Laborers,1.0,0.0,24829.86,42936.21,61,855.0,0,0,0
CST_138421,Richard,38,F,N,N,0.0,83608.22,,Core staff,1.0,0.0,17177.79,13807.59,95,889.0,0,0,0
CST_148969,Aloisi,46,M,Y,Y,2.0,336379.45,2320.0,Laborers,4.0,0.0,61917.47,49010.42,22,818.0,0,0,0
CST_109488,Jessica Dye,54,F,Y,N,1.0,219789.3,376.0,Laborers,2.0,1.0,22935.17,34379.82,1,844.0,0,0,0
CST_104925,Andreas Rinke,26,M,N,N,1.0,71338.79,1455.0,Low-skill Laborers,3.0,1.0,15915.29,14495.05,90,721.0,0,0,0
CST_133533,Jessica,45,M,N,Y,1.0,111050.14,563.0,Low-skill Laborers,2.0,1.0,10190.31,16708.36,51,659.0,0,0,0
CST_140171,Tetsushi,33,F,N,Y,0.0,258915.8,7245.0,Core staff,2.0,0.0,,83037.23,38,922.0,0,0,0
CST_146800,Xiaoyi,30,M,Y,N,1.0,253703.14,1638.0,Security staff,3.0,1.0,27642.65,47463.26,30,742.0,0,0,0
CST_150583,Wong,50,F,N,Y,1.0,104508.53,2621.0,Unknown,3.0,1.0,63990.62,22189.69,85,855.0,0,0,0
CST_125932,Aileen Wang,48,F,Y,N,0.0,127310.02,2680.0,Unknown,2.0,1.0,42887.25,29223.05,46,793.0,0,0,0
CST_125657,Malathi Nayak,41,F,Y,Y,2.0,103266.27,685.0,Sales staff,4.0,0.0,18616.97,20244.29,86,862.0,0,0,0
CST_102821,Tom Bergin,47,M,N,Y,0.0,231974.21,365250.0,Unknown,2.0,0.0,30910.83,80969.01,81,888.0,0,0,0
CST_103557,Paul Carrel,45,F,Y,Y,0.0,70258.17,432.0,Cooking staff,1.0,0.0,10592.82,8510.91,30,733.0,0,0,0
CST_102600,Isabel Reynolds,54,F,N,Y,0.0,396818.83,9792.0,Unknown,1.0,0.0,42370.51,131311.63,37,883.0,0,0,0
CST_150193,Wheatley,39,M,Y,Y,0.0,119797.0,2434.0,Secretaries,2.0,1.0,43322.83,16042.15,22,839.0,0,0,0
CST_155609,Klayman,52,M,N,Y,0.0,173331.55,165.0,Laborers,2.0,0.0,38138.61,19573.35,35,824.0,0,0,0
CST_151644,Kihara,26,M,N,Y,1.0,133961.11,1172.0,Drivers,3.0,0.0,43029.52,32326.02,13,901.0,0,0,0
CST_108015,Neil Maidment,27,F,N,Y,1.0,78849.52,4996.0,Cleaning staff,3.0,0.0,35425.51,8958.59,84,706.0,0,0,0
CST_160036,Faulconbridge,51,F,Y,Y,0.0,200744.4,8717.0,Managers,2.0,0.0,26319.78,27259.42,62,854.0,0,0,0
CST_165325,Cremer,24,F,N,N,1.0,226557.79,2396.0,Unknown,3.0,0.0,64617.56,52132.41,63,735.0,0,0,0
CST_108689,Izumi Nakagawa,53,F,Y,Y,1.0,284043.7,1643.0,Core staff,3.0,0.0,29835.57,35131.22,25,716.0,0,0,0
CST_134350,Michele,54,F,N,N,0.0,142353.75,365247.0,Unknown,2.0,0.0,15395.08,31368.18,80,721.0,0,0,0
CST_159656,Zhou,34,F,N,Y,0.0,145922.57,365246.0,Unknown,2.0,0.0,37055.9,42389.07,55,783.0,0,0,0
CST_105876,Nanette Byrnes,34,M,Y,N,0.0,76620.8,1071.0,Unknown,1.0,0.0,23040.34,25539.0,17,717.0,0,0,0
CST_123595,Tim Hepher,45,M,Y,Y,0.0,370259.9,365240.0,Unknown,2.0,0.0,45217.55,67377.67,77,943.0,0,0,0
CST_118540,Robin Emmott,32,F,N,Y,0.0,156362.78,1127.0,Sales staff,1.0,0.0,42685.73,58117.77,67,919.0,0,0,0
CST_110672,Nigel Hunt,41,F,N,Y,1.0,128290.09,,Core staff,3.0,0.0,21652.97,21670.59,41,890.0,0,0,0
CST_109725,Andrei Makhovsky,23,F,N,N,0.0,94643.48,365240.0,Unknown,1.0,0.0,21378.47,14983.67,96,864.0,0,0,0
CST_146357,Curtis,26,F,N,Y,1.0,96206.56,365248.0,Unknown,3.0,0.0,18318.86,22318.25,80,689.0,0,0,0
CST_156460,Virki,35,M,Y,N,0.0,555213.25,1083.0,Managers,1.0,0.0,55824.36,110622.35,92,708.0,0,0,0
CST_147627,Somasundaram,28,M,N,Y,0.0,210329.54,884.0,Drivers,2.0,0.0,15957.75,37470.58,3,834.0,0,0,0
CST_164559,Cole,37,F,Y,Y,1.0,420005.35,3410.0,Core staff,3.0,0.0,31091.78,54063.84,90,831.0,0,0,0
CST_135637,Foo,38,F,N,Y,0.0,103072.85,4588.0,Unknown,2.0,1.0,31899.51,25300.53,18,677.0,0,0,0
CST_165912,Hirschler,26,M,Y,N,1.0,225098.91,498.0,Unknown,3.0,0.0,53218.2,25249.14,10,724.0,0,0,0
CST_125016,Louise Egan,27,M,N,N,0.0,228970.08,525.0,Laborers,1.0,1.0,39152.05,27766.59,50,887.0,0,0,0
CST_123256,Leske Noel,32,M,Y,Y,0.0,336400.07,3102.0,Managers,2.0,1.0,34147.68,72638.03,90,837.0,0,0,0
CST_123580,Jonathan Spicer,53,F,N,Y,0.0,223910.64,365246.0,Unknown,2.0,0.0,31872.83,43168.75,34,780.0,0,0,0
CST_120360,Phil Wahba,41,F,Y,Y,2.0,98312.53,1698.0,Laborers,4.0,0.0,18062.47,19129.57,38,745.0,0,0,0
CST_110890,Francesca L,48,M,N,Y,1.0,111132.97,287.0,Laborers,3.0,0.0,8127.45,35007.9,24,714.0,0,0,0
CST_119460,Michele Sinner,50,F,N,Y,0.0,274481.17,365248.0,Unknown,2.0,0.0,38908.53,33752.62,92,822.0,0,0,0
CST_114441,Michele Kambas,52,F,N,Y,0.0,86778.85,365250.0,Unknown,1.0,0.0,17322.2,17821.39,83,706.0,0,0,0
CST_165382,Saphir,55,F,N,N,0.0,160004.64,321.0,Core staff,2.0,0.0,22448.2,27150.75,25,858.0,0,0,0
CST_155543,Soh,28,M,Y,Y,1.0,279293.58,231.0,Drivers,3.0,1.0,23700.13,82091.84,63,732.0,0,0,0
CST_161738,Gerlach,28,F,Y,N,2.0,228987.08,2287.0,Medicine staff,4.0,0.0,34386.86,37803.45,87,856.0,0,0,0
CST_164695,Cruise,50,M,N,Y,0.0,237160.64,1838.0,Core staff,2.0,0.0,44442.24,49123.69,2,689.0,0,0,0
CST_152232,Woodall,44,F,N,Y,0.0,100006.98,867.0,Unknown,2.0,1.0,8773.92,36092.01,88,948.0,0,0,0
CST_149138,Davenport,39,F,N,Y,0.0,172713.34,3282.0,Unknown,1.0,0.0,29406.13,21879.08,35,666.0,0,0,0
CST_122948,Andrei Khalip,28,F,Y,Y,1.0,217270.1,1656.0,Accountants,3.0,0.0,33719.6,44434.8,63,827.0,0,0,0
CST_108723,Andrea Shalal-Esa,54,F,N,Y,1.0,132809.4,9188.0,Medicine staff,2.0,0.0,40398.63,17340.3,2,908.0,0,0,0
CST_124642,Karen Freifeld,35,M,Y,N,2.0,209605.9,665.0,Laborers,4.0,1.0,24938.28,32668.83,1,854.0,0,0,0
CST_121883,Paritosh Bansal,40,M,N,Y,0.0,97980.51,554.0,Unknown,2.0,1.0,14100.36,21224.2,32,696.0,0,0,0
CST_101936,Patrick Temple-West,50,F,N,Y,1.0,256596.93,9340.0,Core staff,2.0,0.0,17232.78,31699.32,40,883.0,0,0,0
CST_106433,Ronald Grover,43,F,Y,Y,0.0,92062.09,1302.0,Sales staff,2.0,0.0,7188.15,15209.91,12,737.0,0,0,0
CST_103889,Victoria Howley,52,M,N,Y,0.0,228963.24,6071.0,Unknown,2.0,0.0,11881.88,50539.11,88,625.0,1,1,1
CST_157281,Sibonney,53,M,Y,Y,0.0,144310.61,358.0,Sales staff,1.0,0.0,13439.65,48755.02,75,654.0,0,0,1
CST_126649,Praveen Menon,30,F,N,Y,0.0,272185.49,215.0,Unknown,1.0,0.0,38279.17,79845.59,56,858.0,0,0,0
CST_152304,Laurent,52,M,Y,Y,0.0,103791.84,365252.0,Unknown,2.0,0.0,33072.43,14297.6,94,862.0,0,0,0
CST_130382,Pedro,35,F,Y,Y,0.0,229135.83,2088.0,Accountants,1.0,1.0,42187.91,52011.21,16,724.0,0,0,0
CST_151163,Yoo,44,F,N,Y,3.0,86531.55,3307.0,Core staff,5.0,0.0,23834.23,10399.71,94,849.0,0,0,0
CST_155862,Jucca,37,F,N,Y,0.0,137776.0,1685.0,Core staff,2.0,0.0,14166.71,38786.85,49,768.0,0,0,0
CST_109574,Alister Bull,25,M,Y,N,0.0,152808.62,2263.0,Low-skill Laborers,2.0,1.0,37327.32,25716.99,52,660.0,0,0,0
CST_149649,Edwards,44,F,N,N,0.0,109882.74,365240.0,Unknown,1.0,0.0,18328.79,17937.54,0,851.0,0,0,0
CST_152421,Valetkevitch,49,F,N,N,0.0,244525.99,12947.0,Managers,2.0,1.0,20890.6,40314.58,24,837.0,0,0,0
CST_159622,Abboud,42,F,N,N,0.0,165424.66,2888.0,Unknown,2.0,0.0,33646.87,27381.86,17,763.0,0,0,0
CST_144748,James,45,F,,Y,0.0,141340.1,1586.0,Unknown,2.0,0.0,10954.19,22990.54,52,664.0,0,0,0
CST_110746,Matt Scuffham,34,M,N,N,1.0,172117.56,368.0,Laborers,2.0,1.0,38890.55,21428.96,25,892.0,0,0,0
CST_155791,Taylor,40,F,N,Y,0.0,142424.0,235.0,Core staff,1.0,1.0,18011.35,26842.62,47,689.0,0,0,0
CST_102712,Ashley Lau,44,M,Y,Y,0.0,79605.64,365242.0,Unknown,2.0,0.0,17446.62,13461.92,32,932.0,0,0,0
CST_123442,Sarah White,32,F,N,Y,1.0,123976.68,346.0,Cleaning staff,3.0,1.0,21034.28,18160.66,59,905.0,0,0,0
CST_108026,y Fabi,51,M,N,Y,0.0,159270.94,413.0,Laborers,2.0,1.0,37636.21,36429.65,33,772.0,0,0,0
CST_120082,Emma Thomasson,35,F,N,N,0.0,143596.18,5975.0,Unknown,2.0,0.0,21134.9,18292.75,52,653.0,0,0,0
CST_152797,Sharp,27,F,N,Y,0.0,142392.59,2716.0,Accountants,2.0,1.0,23381.0,44822.2,9,873.0,0,0,0
CST_130799,Gerry,34,F,Y,Y,1.0,141142.99,2331.0,Core staff,3.0,0.0,51937.68,23738.76,23,719.0,0,0,0
CST_112223,Jonathan Stempel,25,F,Y,N,0.0,322396.32,365241.0,Unknown,1.0,0.0,43508.3,57613.39,45,935.0,0,0,0
CST_102653,John D.,47,M,Y,Y,0.0,169895.54,1892.0,Laborers,2.0,0.0,48553.47,31241.83,71,754.0,0,0,0
CST_126228,Nate Raymond,23,M,N,N,0.0,166982.7,840.0,Sales staff,1.0,0.0,16525.67,46054.34,91,575.0,1,1,1
CST_103337,Kevin Yao,44,F,N,Y,0.0,96633.38,365246.0,Unknown,1.0,0.0,7733.67,19413.99,81,684.0,0,0,0
CST_106272,Julien Toyer,36,F,,Y,0.0,169602.95,1094.0,Laborers,1.0,0.0,27386.26,28333.17,7,668.0,0,0,0
CST_165087,Freilich,34,F,Y,Y,2.0,126485.12,147.0,Laborers,4.0,1.0,69186.68,41636.77,66,837.0,0,0,0
CST_108179,Ransdell Pierson,35,M,N,Y,0.0,389338.2,2740.0,Managers,2.0,0.0,44591.8,63693.44,12,874.0,0,0,0
CST_117364,Lee Chyen,33,M,N,Y,1.0,129585.25,1028.0,Laborers,2.0,0.0,54161.34,17622.66,97,847.0,0,0,0
CST_139965,Edward,38,F,N,N,1.0,293882.25,2155.0,Laborers,3.0,0.0,38509.33,103974.47,57,713.0,0,0,0
CST_131597,Rhys,52,M,Y,Y,1.0,244173.36,780.0,Drivers,3.0,0.0,58984.63,45940.51,70,930.0,0,0,0
CST_136886,Matthias,26,M,N,Y,0.0,243267.44,535.0,Managers,2.0,1.0,25931.97,47747.43,70,514.0,2,0,1
CST_139300,Martinne,51,F,Y,Y,0.0,172524.1,528.0,Laborers,2.0,0.0,15151.93,22357.02,28,878.0,0,0,0
CST_162461,Flitter,37,M,Y,Y,0.0,225302.54,601.0,Drivers,1.0,0.0,14649.48,37135.48,62,906.0,0,0,0
CST_101105,Caroline Valetkevitch,37,F,N,Y,,124163.42,810.0,Sales staff,2.0,0.0,9996.8,22258.2,91,674.0,0,0,0
CST_116834,Fergus Jensen,52,F,N,N,0.0,259378.75,365244.0,Unknown,2.0,0.0,48594.83,54120.68,97,683.0,0,0,1
CST_127500,Chee,51,F,N,Y,0.0,92010.41,365240.0,Unknown,1.0,0.0,14765.32,19273.51,31,858.0,0,0,0
CST_128971,Angela,37,F,N,N,1.0,75736.48,140.0,Laborers,3.0,0.0,15545.08,15079.29,73,661.0,0,0,0
CST_160912,Reddall,43,F,N,Y,2.0,174644.2,655.0,Laborers,3.0,1.0,10138.77,51705.4,29,747.0,0,0,0
CST_141490,Matthew,54,F,N,Y,0.0,137280.49,832.0,Secretaries,1.0,0.0,11691.77,20903.6,31,884.0,0,0,0
CST_129077,Lucy,51,F,N,N,0.0,113867.1,1523.0,Core staff,1.0,0.0,6906.63,16992.98,58,740.0,0,0,0
CST_116826,Dena Aubin,34,M,Y,Y,2.0,122855.68,645.0,Laborers,4.0,0.0,28406.87,30460.72,17,752.0,0,0,0
CST_163203,Griswold,54,F,N,N,0.0,148038.47,6158.0,Laborers,1.0,0.0,25277.84,32062.93,1,793.0,0,0,0
CST_154448,McCool,24,F,N,N,0.0,189451.84,465.0,Laborers,2.0,0.0,28186.43,39944.31,86,671.0,0,0,1
CST_130870,Alan,32,F,N,N,0.0,52659.14,365247.0,Unknown,2.0,0.0,11802.28,7100.56,4,942.0,0,0,0
CST_112431,Sinead Cruise,38,F,N,Y,1.0,113773.2,1647.0,Core staff,3.0,0.0,13732.43,16777.79,63,905.0,0,0,0
CST_155964,Nair,36,F,N,Y,0.0,128087.3,365249.0,Unknown,2.0,0.0,22776.31,17586.78,3,835.0,0,0,0
CST_137973,Marcy,38,M,N,N,0.0,201542.25,192.0,Core staff,2.0,1.0,17507.56,21388.22,14,732.0,0,0,0
CST_163753,Goldstein,30,F,N,Y,0.0,374147.3,1593.0,Managers,2.0,0.0,45171.42,68232.85,66,915.0,0,0,0
CST_140403,Katharina,36,M,N,Y,1.0,110557.32,1192.0,Unknown,3.0,1.0,24995.99,34713.75,9,894.0,0,0,0
CST_152837,Sieg,34,F,Y,N,0.0,177315.18,248.0,Unknown,2.0,0.0,32825.24,35118.09,87,912.0,0,0,0
CST_118977,Andrius Sytas,53,F,N,Y,0.0,474973.75,5417.0,Managers,2.0,0.0,49573.39,170334.56,52,809.0,0,0,0
CST_108207,Rodrigo Campos,50,M,N,Y,1.0,381927.89,780.0,Laborers,3.0,1.0,45509.6,45896.06,34,664.0,0,0,0
CST_150469,Doering,28,F,N,Y,0.0,329208.35,1811.0,Core staff,2.0,0.0,13630.27,85920.12,40,937.0,0,0,0
CST_160233,Scuffham,50,F,N,Y,0.0,205201.99,1043.0,Unknown,1.0,0.0,25502.59,48138.4,75,857.0,0,0,0
CST_100154,ewich Noel,25,M,N,N,0.0,158151.02,2995.0,Drivers,2.0,0.0,10934.47,21443.74,84,744.0,0,0,0
CST_143857,Nate,46,F,Y,Y,2.0,102499.18,5143.0,Laborers,4.0,0.0,22435.55,24873.39,4,663.0,0,0,0
CST_154077,Stempel,47,F,N,N,1.0,258226.48,1781.0,Cooking staff,2.0,0.0,49354.26,77831.91,47,892.0,0,0,0
CST_159359,Vlastelica,53,F,N,N,0.0,103342.28,11484.0,High skill tech staff,2.0,0.0,18720.7,23571.68,94,665.0,0,0,0
CST_102638,Lisa Richwine,50,M,Y,N,1.0,79256.07,1290.0,Laborers,2.0,0.0,45568.46,15808.29,29,760.0,0,0,0
CST_108204,Karen Freifeld,50,F,N,Y,0.0,456514.07,3845.0,Core staff,2.0,0.0,76655.19,115146.32,48,652.0,0,0,0
CST_104953,Caroline Valetkevitch,50,F,Y,Y,0.0,277428.61,1568.0,Sales staff,2.0,0.0,16105.61,52999.43,12,767.0,0,0,0
CST_138681,Chuck,40,F,N,Y,4.0,163015.57,901.0,Cooking staff,6.0,0.0,11099.9,57971.24,84,534.0,0,0,1
CST_128108,Michael,49,M,N,Y,0.0,148072.48,5369.0,High skill tech staff,2.0,0.0,19806.46,42630.86,94,916.0,0,0,0
CST_157393,Scuffham,26,F,N,Y,2.0,103351.72,1455.0,Accountants,4.0,0.0,31721.03,23234.86,80,749.0,0,0,0
CST_147094,Gui,36,F,N,N,0.0,89861.21,365244.0,Unknown,1.0,0.0,14199.61,34712.64,34,710.0,0,0,0
CST_129455,Deepa,24,F,N,Y,0.0,151293.33,365250.0,Unknown,1.0,0.0,40061.32,42275.11,15,747.0,0,0,0
CST_128456,Jeanine,37,F,N,Y,0.0,331792.05,6549.0,Medicine staff,2.0,0.0,44047.45,101428.95,67,776.0,0,0,0
CST_162551,Bergin,42,F,N,N,1.0,242752.6,192.0,High skill tech staff,2.0,0.0,64610.02,46061.37,38,842.0,0,0,0
CST_102490,ita Bose,46,F,Y,N,0.0,338848.14,1333.0,Managers,,1.0,65876.25,70564.86,77,866.0,0,0,0
CST_159674,Raymond,45,F,Y,Y,2.0,99546.33,53.0,Core staff,4.0,0.0,57110.9,26122.05,61,923.0,0,0,0
CST_136208,Phil,48,F,N,Y,1.0,94848.03,4102.0,Unknown,2.0,0.0,15965.91,30432.76,85,722.0,0,0,0
CST_138366,Myles,43,F,N,Y,0.0,166344.68,3361.0,Unknown,2.0,1.0,33997.19,35770.16,89,861.0,0,0,0
